No,GACAR PART,SUBPART,APPENDIX,SUBPART/ APPENDIX SECTION,SUBPART/ APPENDIXSUB SECTION,OPS AREA,AREAS,SUBPART/ APPENDIX  HEADING,SUBPART SECTION / APPENDIX SECTION HEADING,REGULATION  STATEMENT,Department,AOC,Auditor Checklist Query,,
1,121,SUBPART G,,121.329,c,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,"(c) Obstacles may be disregarded if they are situated—

",,,NO,NO,NO
1,121,SUBPART G,,121.329,c1,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,"
(1) Beyond 7 times the rotor radius (R) for day operations if it is assured that navigational accuracycan be achieved by reference to suitable visual cues during the climb;
",,,NO,NO,NO
1,121,SUBPART G,,121.329,c2,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,(2) Beyond 10 R for night operations if it is assured that navigational accuracy can be achieved byreference to suitable visual cues during the climb;,,,NO,NO,NO
1,121,SUBPART G,,121.329,c3,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,(3) Beyond 300 m if navigational accuracy can be achieved by appropriate navigation aids; and,,,NO,NO,NO
1,121,SUBPART G,,121.329,c4,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,(4) Beyond 900 m in the other cases.,,,NO,NO,NO
1,121,SUBPART G,,121.329,-,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,"1For purposes of this subpart, D means the overall length of the rotorcraft.",,,NO,NO,NO
1,121,SUBPART G,,121.329,-,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Obstacle Accountability Area,"2For purposes of this subpart, DR means the distance from the end of takeoff distance available.",,,NO,NO,NO
1,121,SUBPART G,-,121.351,a,-,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(a) Takeoff mass. The takeoff mass of the rotorcraft must not exceed the maximum takeoff mass specified in the AFM for the procedure to be used and to achieve a rate of climb of 100 ft/min (0.50 m/s) at 200 ft (60 m) and 150 ft/min (0.75 m/s) at 1 000 ft (300 m) above the level of the heliport with the critical engine inoperative and the remaining engines operating at an appropriate power rating, taking into account the parameters specified in GACAR § 121.325 (See Appendix F to this part, Figure F–1).",,,NO,NO,NO
1,121,SUBPART G,,121.351,b,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,(b) Rejected takeoff. The takeoff mass must be such that the rejected TODRH does not exceed the rejected takeoff distance available.,,,NO,NO,NO
1,121,SUBPART G,,121.351,c,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,(c) Takeoff distance. The takeoff mass must be such that the TODRH does not exceed the takeoff distance available.,,,NO,NO,NO
1,121,SUBPART G,,121.351,d,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(d) As an alternative to paragraph (c), the requirement above may be disregarded provided the rotorcraftwith the critical engine failure recognized at takeoff decision point (TDP) can, when continuing the takeoff, clear all obstacles from the end of the takeoff distance available to the end of the TODRH by a vertical margin of not less than 35 ft (10 m) (See Appendix F to this part, Figure F–2).",,,NO,NO,NO
1,121,SUBPART G,,121.351,e,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(e) Backup procedures or procedures with lateral transition. A certificate holder must ensure, with the critical engine inoperative, all obstacles below the backup flight path (the lateral flight path) are cleared by an adequate margin. Only the obstacles specified in GACAR § 121.329(b) must be considered.",,,NO,NO,NO
1,121,SUBPART G,,121.351,f,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(f) Takeoff flight path. From the end of the TODRH with the critical engine inoperative—
",,,NO,NO,NO
1,121,SUBPART G,,121.351,f1,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"
(1) The takeoff mass must be such that the climb path provides a vertical clearance of not less than 35 ft (10 m) for VFR operations and 35 ft (10 m) plus 0.01 DR for IFR operations above all obstacles located in the climb path. Only obstacles as specified in GACAR § 121.329 must be considered.
",,,NO,NO,NO
1,121,SUBPART G,,121.351,f2,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(2) Where a change of direction of more than 15"" is made, obstacle clearance requirements must beincreased by 15 ft (5 m) from the point at which the turn is initiated. This turn must not be initiated before reaching a height of 200 ft (60 m) above the takeoff surface, unless permitted as part of an approved procedure in the AFM.",,,NO,NO,NO
1,121,SUBPART G,,121.351,g,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(g) En route. The takeoff mass is such that it is possible, in case of the critical engine failure occurring at any point of the flight path, to continue the flight to an appropriate landing site and achieve the minimum flight altitudes for the route to be flown.",,,NO,NO,NO
1,121,SUBPART G,,121.351,h,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(h) Approach, landing, and balked landing. (See Appendix F to this part, Figures F–4 and F–5). The estimated landing mass at the destination or alternate must be such that—

",,,NO,NO,NO
1,121,SUBPART G,,121.351,h1,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"
(1) It does not exceed the maximum landing mass specified in the AFM for the procedure to be usedand to achieve a rate of climb of 100 ft/min (0.50 m/s) at 200 ft (60 m) and 150 ft/min (0.75 m/s) at 1 000 ft (300 m) above the level of the heliport with the critical engine inoperative and the remaining engines operating at an appropriate power rating, taking into account the parameters specified in GACAR § 121.325;
",,,NO,NO,NO
1,121,SUBPART G,,121.351,h2,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(2) The landing distance required (LDRH) does not exceed the landing distance available unless therotorcraft, with the critical engine failure recognized at landing decision point (LDP) can, when landing, clear all obstacles in the approach path;",,,NO,NO,NO
1,121,SUBPART G,,121.351,h3,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(3) In case of the critical engine failure occurring at any point after the LDP, it is possible to land andstop within the FATO; and",,,NO,NO,NO
1,121,SUBPART G,,121.351,h4,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(4) In the event of the critical engine failure being recognized at the LDP or at any point before theLDP, it is possible either to land and stop within the FATO or to overshoot, meeting the conditions of paragraph (f) of this section.",,,NO,NO,NO
I,121,SUBPART G,,121.351,i,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 1,"(i) Operating area considerations. The dimensions of the FATO must be at least equal to the dimensions specified in the AFM. A FATO smaller than the dimensions specified in the AFM may be accepted if the rotorcraft is capable of a hover out of ground effect (HOGE) with one engine inoperative, and the conditions of this section can be met.",,,NO,NO,NO
1,121,SUBPART G,-,121.353,a,-,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,"(a) Takeoff. (See Appendix F to this part, Figures F–6 and F–7). The mass of the rotorcraft at takeoff must not exceed the maximum takeoff mass specified in the AFM for the procedures to be used and to achieve a rate of climb of 150 ft/min (0.75 m/s) at 1 000 ft (300 m) above the level of the heliport with the critical engine inoperative and the remaining engines operating at an appropriate power rating, taking into account the parameters specified in GACAR § 121.325.",,,NO,NO,NO
1,121,SUBPART G,,121.353,b,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,"(b) Takeoff flight path. From DPATO or, as an alternative, no later than 200 ft (60 m) above the takeoff surface with the critical engine inoperative, the conditions of GACAR § 121.351(f) must be met.",,,NO,NO,NO
1,121,SUBPART G,,121.353,c,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,(c) En route. Requirements are specified in GACAR § 121.351(g).,,,NO,NO,NO
1,121,SUBPART G,,121.353,d,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,"(d) Approach, landing, and balked landing. (See Appendix F to this part, Figures F–8 and F–9). The estimated landing mass at the destination or alternate must be such that—

",,,NO,NO,NO
1,121,SUBPART G,,121.353,d1,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,"
(1) It does not exceed the maximum landing mass specified in the AFM for a rate of climb of 150 ft/min(0.75 m/s) at 1 000 ft (300 m) above the level of the heliport with the critical engine inoperative and the remaining engines operating at an appropriate power rating, taking into account the parameters specified in GACAR § 121.325; and
",,,NO,NO,NO
1,121,SUBPART G,,121.353,d2,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS, Operations in Performance Class 2,"(2) It is possible, in case of the critical engine failure occurring at or before the defined point before landing (DPBL), either to perform a safe forced landing or to overshoot, meeting the requirements of GACAR § 121.351(f). Only obstacles as specified in GACAR § 121.329 must be considered.",,,NO,NO,NO
1,121,SUBPART G,-,121.355,a,-,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"(a) Takeoff. The mass of the rotorcraft at takeoff must not exceed the maximum takeoff mass specified in the AFM for a hover in ground effect (HIGE) with all engines operating at takeoff power, taking into account the parameters specified in GACAR § 121.325. If conditions are such that a HIGE is not likely to be established, the takeoff mass must not exceed the maximum mass specified for a HOGE with all engines operating at takeoff power, taking into account the parameters specified in GACAR § 121.325.",,,NO,NO,NO
1,121,SUBPART G,,121.355,b,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"(b) Initial climb. The takeoff mass must be such that the climb path provides adequate vertical clearance above all obstacles located along the climb path, with all engines operating.",,,NO,NO,NO
1,121,SUBPART G,,121.355,c,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"(c) En route. The take offmass is such that it is possible to achieve the minimum flight altitudes for the route to be flown, with all engines operating.",,,NO,NO,NO
1,121,SUBPART G,,121.355,d,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"(d) Approach and landing. The estimated landing mass at the destination or alternate must be such that—

",,,NO,NO,NO
1,121,SUBPART G,,121.355,d1,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"
(1) It does not exceed the maximum landing mass specified in the AFM for a HIGE with all enginesoperating at takeoff power, taking into account the parameters specified in GACAR § 121.325. If conditions are such that a HIGE is not likely to be established, the takeoff mass must not exceed the maximum mass specified for a HOGE with all engines operating at takeoff power, taking into account the parameters specified in GACAR § 121.325; and
",,,NO,NO,NO
1,121,SUBPART G,,121.355,d2,,N/A,ROTORCRAFT PERFORMANCE OPERATING LIMITATIONS,Operations in Performance Class 3,"(2) It is possible to perform a balked landing, all engines operating, at any point of the flight pathand clear all obstacles by an adequate vertical interval.",,,NO,NO,NO
1,121,SUBPART H,-,121.429,-,-,"MNT, FLT",ADDITIONAL AIRWORTHINESS REQUIREMENTS,Applicability,(a) This subpart prescribes airworthiness requirements in addition to the airworthiness requirements in GACAR Part 91 to retroactively apply certain airworthiness standards and to apply other airworthiness requirements to enhance operational safety for certificate holders operating under this part.,MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.429,,-,"MNT, FLT",ADDITIONAL AIRWORTHINESS REQUIREMENTS,Applicability,(b) Each certificate holder operating under this part must comply with all appropriate airworthiness requirements of GACAR Part 91.,MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.431,,-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Continuing Airworthiness,"A certificate holder must demonstrate compliance with applicable requirements of the appropriate maintenance programs. This may include, but is not limited to, revising the maintenance schedules and incorporating design changes and revisions to instructions for continued airworthiness (ICA).",MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,a,-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,"(a) Seat cushions. Except those on flight crew member seats, in each compartment occupied by crew or passengers, seat cushions on all airplanes must comply with the requirements pertaining to seat cushions flammability in GACAR § 25.853(c) in effect on 26 November 1984.",MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,b,-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,"b) Thermal/acoustic insulation materials. For transport category airplanes—
",MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,b1,-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,"
(1) Manufactured on or before 2 September 2005, when thermal/acoustic insulation is installed in the fuselage as replacements, the insulation must meet the flame propagation requirements of GACAR § 25.856, effective 2 September 2003, if it is—

",MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,b1(i),-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,"(i) Of a blanket construction; or
",MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,b1(ii),-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,(ii) Installed around air ducting.,MNT,All 121,YES,YES,YES
1,121,SUBPART H,-,121.433,b2,-,MNT,ADDITIONAL AIRWORTHINESS REQUIREMENTS,Material Flammability,"(2) Manufactured after 2 September 2005, thermal/acoustic insulation materials installed in the fuselage must meet the flame propagation requirements of GACAR § 25.856, effective 2 September 2003.",MNT,All 121,YES,YES,YES
